date	time	open	max	min	close	volume	turnover
2016/11/21	0935	3188.50	3193.94	3188.43	3193.94	1095152	10951529472.00
2016/11/21	0940	3193.58	3199.03	3193.50	3198.36	859737	8597371904.00
2016/11/21	0945	3198.46	3205.43	3198.11	3205.43	894357	8943570944.00
2016/11/21	0950	3205.34	3209.46	3205.14	3206.42	915313	9153138688.00
2016/11/21	0955	3206.18	3207.84	3205.24	3206.75	691272	6912724992.00
2016/11/21	1000	3207.51	3211.16	3207.51	3210.93	745273	7452733440.00
2016/11/21	1005	3210.84	3218.57	3210.44	3217.23	880079	8800792576.00
2016/11/21	1010	3217.11	3217.76	3215.68	3217.76	666321	6663217152.00
2016/11/21	1015	3218.07	3218.85	3216.06	3216.06	680851	6808510464.00
2016/11/21	1020	3216.03	3216.81	3214.54	3216.64	645374	6453747712.00
2016/11/21	1025	3217.14	3217.48	3214.36	3214.75	620387	6203875328.00
2016/11/21	1030	3214.19	3214.51	3212.18	3213.02	566728	5667282944.00
2016/11/21	1035	3213.05	3214.41	3211.51	3214.30	507458	5074583552.00
2016/11/21	1040	3214.09	3215.82	3213.70	3215.82	454683	4546830336.00
2016/11/21	1045	3216.05	3220.36	3215.38	3220.24	535198	5351989248.00
2016/11/21	1050	3220.33	3225.22	3219.95	3224.59	681024	6810247168.00
2016/11/21	1055	3224.75	3227.03	3224.20	3226.67	563209	5632098304.00
2016/11/21	1100	3226.69	3229.37	3226.57	3228.48	582683	5826838528.00
2016/11/21	1105	3228.62	3229.71	3226.74	3226.74	475586	4755865600.00
2016/11/21	1110	3226.69	3227.30	3225.92	3227.07	444035	4440350720.00
2016/11/21	1115	3226.32	3229.10	3225.73	3225.73	567931	5679316992.00
2016/11/21	1120	3225.90	3226.43	3221.37	3221.37	503745	5037457408.00
2016/11/21	1125	3222.19	3222.19	3219.45	3219.87	446074	4460740608.00
2016/11/21	1130	3219.52	3220.69	3218.91	3220.27	411487	4114874368.00
2016/11/21	1305	3220.44	3222.00	3220.39	3220.86	445772	4457725952.00
2016/11/21	1310	3220.53	3221.09	3217.55	3217.67	382967	3829678080.00
2016/11/21	1315	3217.63	3218.52	3216.38	3216.38	426437	4264378368.00
2016/11/21	1320	3216.84	3217.56	3216.01	3216.31	405353	4053532672.00
2016/11/21	1325	3216.94	3217.87	3216.31	3216.93	389765	3897655296.00
2016/11/21	1330	3217.23	3217.63	3215.35	3216.43	425558	4255580160.00
2016/11/21	1335	3215.77	3217.15	3215.77	3216.30	396225	3962257408.00
2016/11/21	1340	3216.20	3217.40	3214.84	3215.05	397878	3978788864.00
2016/11/21	1345	3214.53	3215.14	3211.60	3211.90	477116	4771168256.00
2016/11/21	1350	3211.68	3213.85	3211.60	3213.27	405805	4058054656.00
2016/11/21	1355	3213.62	3214.54	3212.96	3214.08	381293	3812933632.00
2016/11/21	1400	3214.08	3214.78	3213.67	3213.98	407150	4071505920.00
2016/11/21	1405	3214.28	3215.06	3213.69	3213.99	368939	3689398272.00
2016/11/21	1410	3214.87	3214.87	3210.12	3210.12	454754	4547543040.00
2016/11/21	1415	3210.03	3210.03	3205.99	3206.45	564848	5648482304.00
