datetime,open,max,min,close,volume,,,,,,,
 2016/04/12-14:00,3013.58,3024.83,3011.89,3015.57,3003884,2999.67,2927.33,2897.98,           ,           ,           ,           
 2016/04/12-15:00,3015.43,3024.6,3001.32,3023.65,5561966,2999.75,2930.13,2897.61,           ,           ,           ,           
 2016/04/13-10:30,3041.36,3088.54,3041.36,3088.54,12023621,3000.98,2933.43,2897.5,           ,           ,           ,           
 2016/04/13-11:30,3087.58,3094,3080.31,3086.51,6710351,3002.51,2936.7,2897.35,           ,           ,           ,           
 2016/04/13-14:00,3086.02,3097.16,3086.02,3092.11,6307546,3003.75,2939.82,2896.97,           ,           ,           ,           
 2016/04/13-15:00,3092.55,3093.08,3064.34,3066.64,8100549,3004.87,2942.6,2896.44,           ,           ,           ,           
 2016/04/14-10:30,3080.09,3086.67,3067.26,3070.35,8797423,3006.06,2945.16,2895.9,           ,           ,           ,           
 2016/04/14-11:30,3070.01,3076.61,3063.81,3068.58,4206825,3007.36,2947.45,2895.43,           ,           ,           ,           
 2016/04/14-14:00,3068.3,3071.97,3057.2,3068.14,3813092,3008.72,2949.37,2895.12,           ,           ,           ,           
 2016/04/14-15:00,3067.05,3083.39,3066.41,3082.36,6688263,3009.93,2951.31,2895.01,           ,           ,           ,           
 2016/04/15-10:30,3085.03,3089.95,3068.6,3072.37,7991840,3011.25,2953,2894.92,           ,           ,           ,           
 2016/04/15-11:30,3072.36,3081.37,3069.52,3074.26,4097281,3012.78,2954.82,2895.15,           ,           ,           ,           
 2016/04/15-14:00,3074.95,3088.05,3068.64,3083.82,4123627,3014.32,2956.66,2895.45,           ,           ,           ,           
 2016/04/15-15:00,3083.59,3083.59,3066.87,3078.12,6201381,3016.27,2958.49,2895.65,           ,           ,           ,           
 2016/04/18-10:30,3058.46,3058.46,3029.73,3033.26,8577085,3017.38,2959.9,2895.7,           ,           ,           ,           
 2016/04/18-11:30,3032.93,3041.78,3031,3037.8,3532407,3018.62,2961.5,2895.76,           ,           ,           ,           
 2016/04/18-14:00,3037.58,3037.98,3023.04,3030.16,3693739,3019.73,2962.75,2895.69,           ,           ,           ,           
 2016/04/18-15:00,3030.04,3044.24,3029.58,3033.66,5058074,3020.64,2964.07,2895.73,           ,           ,           ,           
 2016/04/19-10:30,3047.13,3054.37,3026.89,3032.34,6699524,3021.2,2965.18,2895.79,           ,           ,           ,           
 2016/04/19-11:30,3032.74,3041.08,3026.38,3035.09,3324645,3021.88,2966.33,2896.13,           ,           ,           ,           
 2016/04/19-14:00,3035.84,3040.67,3028.94,3031.62,2919644,3022.65,2967.6,2896.54,           ,           ,           ,           
 2016/04/19-15:00,3031.07,3044.99,3025.02,3042.82,5150986,3024.07,2968.81,2897.04,           ,           ,           ,           
 2016/04/20-10:30,3050.38,3055.45,3037.66,3042.11,6424155,3025.57,2970.68,2897.34,           ,           ,           ,           
 2016/04/20-11:30,3041.97,3042.34,2965.31,2965.31,8099091,3026.25,2971.63,2897.17,           ,           ,           ,           
 2016/04/20-14:00,2963.35,2963.35,2905.05,2922.05,8608720,3025.98,2972.07,2896.94,           ,           ,           ,           
 2016/04/20-15:00,2921.98,2973.17,2910.23,2972.58,7983519,3026.85,2972.66,2896.98,           ,           ,           ,           
 2016/04/21-10:30,2954.37,2971.34,2943.65,2962.35,6198070,3026.76,2973.67,2897.06,           ,           ,           ,           
 2016/04/21-11:30,2962.93,2987.02,2961.95,2985.12,4143139,3027.15,2975.07,2897.4,           ,           ,           ,           
 2016/04/21-14:00,2985.97,2989.43,2961.25,2988.95,4078105,3027.41,2976.4,2897.79,           ,           ,           ,           
 2016/04/21-15:00,2988.81,2990.67,2949.11,2952.89,6228397,3026.61,2977.15,2897.99,           ,           ,           ,           
 2016/04/22-10:30,2933.03,2956.83,2927.77,2952.84,5284209,3025.72,2978.06,2898.11,           ,           ,           ,           
 2016/04/22-11:30,2952.97,2952.97,2927.12,2935.35,3102818,3024.45,2978.93,2898.2,           ,           ,           ,           
 2016/04/22-14:00,2935.28,2948.32,2935.28,2942.68,2320687,3023.39,2979.73,2898.31,           ,           ,           ,           
 2016/04/22-15:00,2943,2960.21,2941.3,2959.24,4172328,3022.64,2981.02,2898.3,           ,           ,           ,           
 2016/04/25-10:30,2949.97,2949.97,2923.68,2934.64,4938360,3021.76,2982.33,2898.06,           ,           ,           ,           
 2016/04/25-11:30,2934.35,2935.42,2917.17,2935.03,3242297,3021.32,2983.48,2897.77,           ,           ,           ,           
 2016/04/25-14:00,2934.98,2953.82,2931.77,2953.5,2454317,3020.81,2984.72,2897.57,           ,           ,           ,           
 2016/04/25-15:00,2953.54,2953.89,2941.41,2946.67,3428899,3019.77,2985.85,2897.5,           ,           ,           ,           
 2016/04/26-10:30,2944.72,2961.75,2944.72,2950.65,4394748,3018.75,2986.51,2897.36,           ,           ,           ,           
 2016/04/26-11:30,2951.75,2951.75,2936.79,2938.52,2569170,3017.08,2986.98,2897.21,           ,           ,           ,           
 2016/04/26-14:00,2938.52,2946.85,2933.97,2936.69,2162387,3015.21,2987.47,2897.11,           ,           ,           ,           
 2016/04/26-15:00,2937.14,2965.43,2936.39,2964.7,4302938,3013.74,2988.35,2897.01,           ,           ,           ,           
 2016/04/27-10:30,2967.19,2971.59,2957.77,2971.02,4963333,3012.47,2989.39,2897.16,           ,           ,           ,           
 2016/04/27-11:30,2969.86,2975.96,2965.4,2965.61,3025839,3010.97,2990.55,2897.5,           ,           ,           ,           
 2016/04/27-14:00,2966.4,2969.68,2961.76,2963.76,2490143,3009.7,2991.64,2897.75,           ,           ,           ,           
 2016/04/27-15:00,2964.09,2964.09,2949.49,2953.67,4549313,3008.08,2992.39,2898.07,           ,           ,           ,           
 2016/04/28-10:30,2955.74,2959.21,2941.58,2949.94,4567291,3006.67,2993.08,2898.21,           ,           ,           ,           
 2016/04/28-11:30,2950.18,2951.4,2928.9,2933.64,3451638,3005.11,2993.63,2898.28,           ,           ,           ,           
 2016/04/28-14:00,2933.48,2933.48,2916.37,2919.22,3354274,3003.07,2994.02,2898.22,           ,           ,           ,           
 2016/04/28-15:00,2919.07,2947.69,2918.28,2945.59,4088264,3002.02,2994.64,2898.22,           ,           ,           ,           
 2016/04/29-10:30,2935.38,2950.34,2930.36,2944.59,4520426,3001.2,2995.26,2898.26,           ,           ,           ,           
 2016/04/29-11:30,2945.84,2949.22,2933.1,2936.53,2532147,3000.46,2995.68,2898.26,           ,           ,           ,           
 2016/04/29-14:00,2937.09,2950.42,2934.78,2945.02,2228627,2999.82,2995.94,2898.46,           ,           ,           ,           
 2016/04/29-15:00,2945.7,2948.01,2937,2938.32,3569071,2999.04,2996.22,2898.71,           ,           ,           ,           
 2016/05/03-10:30,2940.39,2976.31,2929.81,2972.63,5936553,2998,2996.45,2899.2,           ,           ,           ,           
 2016/05/03-11:30,2972.8,2988.84,2970.34,2985.41,4380316,2997.1,2996.66,2900.15,           ,           ,           ,           
 2016/05/03-14:00,2986.62,2991.54,2980.7,2981.49,3817896,2996.08,2996.84,2901.19,           ,           ,           ,           
 2016/05/03-15:00,2980.82,2993.2,2977.51,2992.64,5446893,2995.39,2997.15,2902.47,           ,           ,           ,           
 2016/05/04-10:30,2983.03,2996.77,2978.99,2991.47,6779727,2994.9,2997.06,2903.71,           ,           ,           ,           
 2016/05/04-11:30,2991.97,2994.96,2979.09,2986.19,3721524,2994.44,2996.88,2904.71,           ,           ,           ,           
 2016/05/04-14:00,2986.27,3002.54,2985.4,3002.36,3416239,2994.22,2996.94,2905.84,           ,           ,           ,           
 2016/05/04-15:00,3002.09,3004.27,2985.14,2991.27,4987145,2993.68,2996.71,2906.92,           ,           ,           ,           
 2016/05/05-10:30,2987.02,2997.45,2981.76,2989.99,5286867,2992.04,2996.51,2908.11,           ,           ,           ,           
 2016/05/05-11:30,2990.19,2990.19,2977.2,2983.06,3258825,2990.31,2996.41,2909.42,           ,           ,           ,           
 2016/05/05-14:00,2983.46,2993.74,2982.47,2991.09,2766172,2988.63,2996.19,2910.6,           ,           ,           ,           
 2016/05/05-15:00,2991.29,2999.11,2984.59,2997.84,4999512,2987.48,2996.18,2911.76,           ,           ,           ,           
 2016/05/06-10:30,2998.4,3003.54,2990.93,2992.19,6117616,2986.18,2996.12,2912.8,           ,           ,           ,           
 2016/05/06-11:30,2992.5,2995.79,2940.44,2942.46,6972825,2984.08,2995.72,2913.62,           ,           ,           ,           
 2016/05/06-14:00,2942.02,2951,2930.5,2938.53,4282289,2981.92,2995.32,2914.49,           ,           ,           ,           
 2016/05/06-15:00,2938.58,2950.49,2913.25,2913.25,6035011,2979.1,2994.51,2915.39,           ,           ,           ,           
 2016/05/09-10:30,2896.16,2896.16,2851.13,2866.66,7172772,2975.67,2993.46,2916.1,           ,           ,           ,           
 2016/05/09-11:30,2866.74,2869.31,2848.16,2848.16,3089296,2971.9,2992.34,2916.74,           ,           ,           ,           
 2016/05/09-14:00,2847.54,2848.1,2830.86,2841.01,3599817,2967.86,2991.09,2917.14,           ,           ,           ,           
 2016/05/09-15:00,2841.18,2851.09,2821.83,2832.11,5008682,2963.75,2990.01,2917.46,           ,           ,           ,           
 2016/05/10-10:30,2822.33,2838.89,2820.16,2826.31,4623864,2960.3,2988.84,2917.79,           ,           ,           ,           
 2016/05/10-11:30,2826.47,2837.58,2824.37,2837.58,2133039,2956.97,2987.8,2918.14,           ,           ,           ,           
 2016/05/10-14:00,2837.39,2839.42,2827.23,2828.51,2125725,2953.61,2986.67,2918.58,           ,           ,           ,           
 2016/05/10-15:00,2828.19,2845.05,2821.78,2832.59,3970897,2950.26,2985.45,2919.04,           ,           ,           ,           
 2016/05/11-10:30,2843.54,2848.35,2825.57,2830.42,4456652,2946.89,2984.04,2919.52,           ,           ,           ,           
 2016/05/11-11:30,2829.98,2850.44,2818.91,2850.05,3151726,2943.81,2982.85,2919.97,           ,           ,           ,           
 2016/05/11-14:00,2850.76,2854.55,2839.32,2845.43,2750679,2940.71,2981.68,2920.22,           ,           ,           ,           
 2016/05/11-15:00,2845.72,2857.17,2835.86,2837.04,4243192,2937.27,2980.67,2920.5,           ,           ,           ,           
 2016/05/12-10:30,2812.11,2816.66,2781.7,2816.06,5811019,2933.51,2979.54,2920.68,           ,           ,           ,           
 2016/05/12-11:30,2816.18,2828.93,2807.93,2828.92,2543118,2931.24,2978.75,2920.87,           ,           ,           ,           
 2016/05/12-14:00,2829.48,2839.18,2821.78,2828.66,2297180,2929.68,2977.82,2921.07,           ,           ,           ,           
 2016/05/12-15:00,2828.87,2838.01,2819.91,2835.86,3432544,2927.4,2977.13,2921.3,           ,           ,           ,           
 2016/05/13-10:30,2828.46,2850.09,2823.27,2843.6,4524971,2925.42,2976.09,2921.53,           ,           ,           ,           
 2016/05/13-11:30,2843.33,2843.33,2830.24,2837.01,2167748,2922.95,2975.05,2921.83,           ,           ,           ,           
 2016/05/13-14:00,2837.17,2838.42,2823.89,2828.34,2123725,2920.27,2973.84,2922.28,           ,           ,           ,           
 2016/05/13-15:00,2828.26,2834,2814.11,2827.11,3552818,2918.18,2972.4,2922.71,           ,           ,           ,           
 2016/05/16-10:30,2816.78,2828.16,2804.99,2819.6,3973886,2915.95,2970.84,2923.03,           ,           ,           ,           
 2016/05/16-11:30,2820.19,2838.09,2818.09,2833.48,2484904,2914.26,2969.35,2923.38,           ,           ,           ,           
 2016/05/16-14:00,2833.53,2841.78,2825.72,2840.25,2292575,2912.55,2967.97,2923.49,           ,           ,           ,           
 2016/05/16-15:00,2840.29,2851.06,2830.15,2850.86,3933062,2910.75,2966.69,2923.59,           ,           ,           ,           
 2016/05/17-10:30,2850.93,2853.85,2840.12,2842.28,4746447,2909.21,2965.48,2923.66,           ,           ,           ,           
 2016/05/17-11:30,2842.24,2847.74,2832.61,2840.44,2692043,2907.63,2964.48,2923.68,           ,           ,           ,           
 2016/05/17-14:00,2840.19,2852.12,2835.85,2848.69,2358585,2905.88,2963.35,2923.65,           ,           ,           ,           
 2016/05/17-15:00,2848.04,2860.27,2842.31,2843.68,4203022,2904.17,2961.97,2923.71,           ,           ,           ,           
 2016/05/18-10:30,2828.18,2828.26,2806.62,2807.16,4797546,2901.77,2960.26,2923.54,           ,           ,           ,           
 2016/05/18-11:30,2807.05,2813.51,2789.63,2794.29,3085771,2899.37,2958.23,2923.24,           ,           ,           ,           
 2016/05/18-14:00,2794.64,2808.05,2790.18,2800.55,2312978,2897.1,2956.16,2922.97,           ,           ,           ,           
 2016/05/18-15:00,2800.17,2808.98,2781.47,2807.51,4743384,2894.48,2954.11,2922.68,           ,           ,           ,           
 2016/05/19-10:30,2802.31,2824.98,2801.78,2823.7,4458619,2892.03,2952.25,2922.46,           ,           ,           ,           
 2016/05/19-11:30,2823.71,2829.32,2818.47,2819.42,2415564,2889.59,2950.28,2922.29,           ,           ,           ,           
 2016/05/19-14:00,2819.94,2824.85,2810.28,2810.47,2292716,2887.04,2948.37,2922.08,           ,           ,           ,           
 2016/05/19-15:00,2810.61,2814.01,2802.14,2806.91,3248204,2884.59,2946.34,2921.91,           ,           ,           ,           
 2016/05/20-10:30,2792.89,2812.58,2785.59,2809.34,3989777,2882.25,2944.46,2921.68,           ,           ,           ,           
 2016/05/20-11:30,2809.27,2817.22,2803.85,2809.72,2242264,2880.18,2942.64,2921.47,           ,           ,           ,           
 2016/05/20-14:00,2809.88,2813.69,2796.83,2807.67,2232956,2878.32,2940.69,2921.15,           ,           ,           ,           
 2016/05/20-15:00,2807.73,2825.94,2807.5,2825.48,3914460,2876.32,2939.17,2920.78,           ,           ,           ,           
 2016/05/23-10:30,2826.31,2848.07,2826.26,2842.12,5605302,2874.62,2937.91,2920.46,           ,           ,           ,           
 2016/05/23-11:30,2842.01,2845.8,2836.18,2840.27,2515080,2873.01,2936.73,2920.11,           ,           ,           ,           
 2016/05/23-14:00,2840.55,2844.03,2832.96,2833.56,2215170,2871.15,2935.48,2919.82,           ,           ,           ,           
 2016/05/23-15:00,2833.28,2844.46,2830.31,2843.65,3659481,2869.57,2934.3,2919.64,           ,           ,           ,           
 2016/05/24-10:30,2839.68,2839.7,2816.54,2820.73,4763322,2867.04,2932.52,2919.38,           ,           ,           ,           
 2016/05/24-11:30,2820.76,2825.05,2813.77,2821.79,2319541,2864.32,2930.71,2919.05,           ,           ,           ,           
 2016/05/24-14:00,2821.78,2823.67,2813.89,2813.99,1799709,2861.52,2928.8,2918.69,           ,           ,           ,           
 2016/05/24-15:00,2814.51,2824.31,2807.19,2821.67,3227032,2858.67,2927.03,2918.39,           ,           ,           ,           
 2016/05/25-10:30,2835.03,2843.09,2828.98,2829.86,4552919,2855.98,2925.44,2918.17,           ,           ,           ,           
 2016/05/25-11:30,2829.88,2833.93,2827.33,2829.33,1915221,2853.37,2923.9,2917.77,           ,           ,           ,           
 2016/05/25-14:00,2829.39,2830.03,2811.41,2811.41,2325485,2850.18,2922.2,2917.48,           ,           ,           ,           
 2016/05/25-15:00,2811,2823.04,2807.75,2815.09,2983136,2847.25,2920.46,2917.45,           ,           ,           ,           
 2016/05/26-10:30,2813.54,2827,2785.77,2792.5,4828758,2843.95,2918,2917.32,           ,           ,           ,           
 2016/05/26-11:30,2791.92,2794.98,2780.97,2787.72,2073540,2840.7,2915.51,2917.51,           ,           ,           ,           
 2016/05/26-14:00,2787.72,2799.64,2785.47,2799.64,1627371,2837.51,2913.07,2917.66,           ,           ,           ,           
 2016/05/26-15:00,2800.36,2822.94,2800.36,2822.44,4180847,2834.58,2911.03,2917.93,           ,           ,           ,           
 2016/05/27-10:30,2817.97,2822.79,2810.07,2815.2,4189649,2831.64,2908.91,2918.2,           ,           ,           ,           
 2016/05/27-11:30,2815.01,2825.31,2813.96,2814.03,2196393,2829.5,2906.79,2918.38,           ,           ,           ,           
 2016/05/27-14:00,2814.15,2827.58,2811.01,2823.06,2168755,2827.57,2904.74,2918.99,           ,           ,           ,           
 2016/05/27-15:00,2823.11,2832.32,2819.56,2821.05,3831087,2826.04,2902.57,2919.59,           ,           ,           ,           
 2016/05/30-10:30,2814.65,2819.8,2794.68,2819.31,4008040,2825.25,2900.46,2920.22,           ,           ,           ,           
 2016/05/30-11:30,2819.28,2830.9,2814.76,2826.19,2244087,2824.88,2898.39,2920.77,           ,           ,           ,           
 2016/05/30-14:00,2826.78,2827.85,2817.37,2820.03,1843270,2824.53,2896.19,2921.28,           ,           ,           ,           
 2016/05/30-15:00,2819.34,2830.79,2818.22,2822.45,3463348,2824.37,2894.06,2921.79,           ,           ,           ,           
 2016/05/31-10:30,2822.59,2891.02,2822.59,2882.38,8058534,2825.3,2892.8,2922.45,           ,           ,           ,           
 2016/05/31-11:30,2882.81,2891.44,2875.49,2891.15,3944863,2826.2,2891.58,2923.08,           ,           ,           ,           
 2016/05/31-14:00,2891.07,2905.9,2891.07,2905.9,4828399,2827.48,2890.55,2923.66,           ,           ,           ,           
 2016/05/31-15:00,2905.2,2917.04,2903.96,2916.62,6821052,2828.89,2889.57,2924.15,           ,           ,           ,           
 2016/06/01-10:30,2917.15,2924.2,2909.57,2920.84,8229088,2830.39,2888.64,2924.48,           ,           ,           ,           
 2016/06/01-11:30,2920.61,2928.98,2916.8,2918.78,4400362,2831.54,2887.67,2924.75,           ,           ,           ,           
 2016/06/01-14:00,2918.76,2925,2910.84,2913.58,4095924,2832.67,2886.69,2924.93,           ,           ,           ,           
 2016/06/01-15:00,2913.76,2922.2,2913.36,2913.51,5261429,2833.95,2885.61,2925.16,           ,           ,           ,           
 2016/06/02-10:30,2911.22,2922.46,2908.08,2919.56,6195454,2835.68,2884.59,2925.39,           ,           ,           ,           
 2016/06/02-11:30,2919.23,2921.11,2906.64,2907.17,3984025,2836.98,2884.11,2925.58,           ,           ,           ,           
 2016/06/02-14:00,2907.06,2918.61,2907.06,2916.19,3077255,2838.44,2884.06,2925.79,           ,           ,           ,           
 2016/06/02-15:00,2915.96,2925.43,2910.98,2925.23,5251754,2839.93,2883.66,2926.11,           ,           ,           ,           
 2016/06/03-10:30,2929.79,2930.81,2915.3,2919.65,6726147,2841.2,2883.31,2926.27,           ,           ,           ,           
 2016/06/03-11:30,2920.65,2925.98,2917.69,2924.53,3810652,2842.65,2882.8,2926.47,           ,           ,           ,           
 2016/06/03-14:00,2924.57,2937.49,2923.55,2936.29,3983914,2844.45,2882.36,2926.61,           ,           ,           ,           
 2016/06/03-15:00,2936.88,2945.46,2934.87,2938.68,6609533,2846.31,2882.25,2926.78,           ,           ,           ,           
 2016/06/06-10:30,2940.99,2945.63,2931.9,2937.19,6694678,2848.27,2882.11,2927.01,           ,           ,           ,           
 2016/06/06-11:30,2936.93,2941.04,2930.92,2937.39,3116878,2850,2882.13,2927.17,           ,           ,           ,           
 2016/06/06-14:00,2937.93,2938.93,2927.27,2929.29,3124871,2851.49,2882.02,2927.61,           ,           ,           ,           
 2016/06/06-15:00,2928.9,2935.44,2922.38,2934.1,4306250,2852.88,2881.81,2927.95,           ,           ,           ,           
 2016/06/07-10:30,2936.28,2938.21,2924.23,2929.78,5678382,2854.33,2881.77,2928.19,           ,           ,           ,           
 2016/06/07-11:30,2931.29,2932.38,2923.68,2929.79,3152093,2855.82,2881.73,2928.3,           ,           ,           ,           
 2016/06/07-14:00,2929.48,2937.95,2928.91,2935.17,2874314,2857.26,2881.57,2928.68,           ,           ,           ,           
 2016/06/07-15:00,2935.45,2937.8,2929.15,2936.04,4655769,2858.8,2881.48,2929.15,           ,           ,           ,           
 2016/06/08-10:30,2932.38,2932.38,2912.64,2915.09,6372658,2860.6,2881.19,2929.5,           ,           ,           ,           
 2016/06/08-11:30,2915.02,2924.18,2908.37,2922.98,3363470,2862.74,2881.06,2929.74,           ,           ,           ,           
 2016/06/08-14:00,2922.66,2933.98,2921.19,2931.98,2958054,2864.93,2881.02,2930.09,           ,           ,           ,           
 2016/06/08-15:00,2932.19,2937.75,2925.86,2927.16,5043547,2866.93,2880.71,2930.48,           ,           ,           ,           
 2016/06/13-10:30,2897.27,2906.97,2886.52,2906.06,5896551,2868.3,2880.17,2930.71,           ,           ,           ,           
 2016/06/13-11:30,2905.5,2911.16,2900.86,2904.23,2825558,2869.71,2879.65,2931.11,           ,           ,           ,           
 2016/06/13-14:00,2904.28,2904.28,2881.69,2881.69,3919581,2870.9,2878.97,2931.53,           ,           ,           ,           
 2016/06/13-15:00,2881.22,2886.4,2832.51,2833.07,7213085,2871.34,2877.97,2931.67,           ,           ,           ,           
 2016/06/14-10:30,2824.23,2843.46,2822.13,2832.86,5482509,2871.73,2876.99,2931.78,           ,           ,           ,           
 2016/06/14-11:30,2832.79,2838.51,2823.35,2826,2606917,2872.01,2876.09,2931.85,           ,           ,           ,           
 2016/06/14-14:00,2826.05,2839.06,2822.67,2834.79,2313457,2872.45,2875.39,2931.7,           ,           ,           ,           
 2016/06/14-15:00,2834.58,2842.98,2827.84,2842.19,3450290,2872.74,2874.53,2931.54,           ,           ,           ,           
 2016/06/15-10:30,2814.69,2861.28,2811.9,2856.63,6124984,2872.98,2873.8,2931.46,           ,           ,           ,           
 2016/06/15-11:30,2856.61,2892.95,2855.61,2885.78,5128180,2873.73,2873.37,2931.56,           ,           ,           ,           
 2016/06/15-14:00,2886.59,2892.59,2877.68,2892.59,3698856,2874.72,2872.94,2931.75,           ,           ,           ,           
 2016/06/15-15:00,2892.54,2894.19,2879.63,2887.21,4767910,2875.45,2872.51,2931.99,           ,           ,           ,           
 2016/06/16-10:30,2878.4,2885.53,2875.12,2878.63,7314671,2876.41,2871.73,2932.17,           ,           ,           ,           
 2016/06/16-11:30,2878.44,2887.21,2869.71,2887.09,3988677,2877.49,2870.9,2932.26,           ,           ,           ,           
 2016/06/16-14:00,2887.07,2887.74,2875.17,2877.98,3551984,2878.56,2870.04,2932.31,           ,           ,           ,           
 2016/06/16-15:00,2878.14,2882.22,2865.64,2872.82,5340382,2879.42,2869.04,2932.33,           ,           ,           ,           
 2016/06/17-10:30,2873.01,2900.05,2873.01,2894.56,7472188,2880.49,2868.24,2932.42,           ,           ,           ,           
 2016/06/17-11:30,2894.81,2897.77,2887.47,2892.58,3546606,2881.55,2867.46,2932.5,           ,           ,           ,           
 2016/06/17-14:00,2892.34,2899.85,2880.77,2882.43,3706203,2882.73,2866.46,2932.55,           ,           ,           ,           
 2016/06/17-15:00,2882.51,2886.01,2872.39,2885.11,4818250,2883.9,2865.57,2932.55,           ,           ,           ,           
 2016/06/20-10:30,2887.64,2890.5,2864.17,2872.31,6188333,2885.23,2864.59,2932.38,           ,           ,           ,           
 2016/06/20-11:30,2872.57,2881.22,2870.21,2880.08,2959717,2886.77,2863.73,2932.28,           ,           ,           ,           
 2016/06/20-14:00,2880.17,2886.7,2875.66,2878.32,2950401,2888.08,2862.8,2932.02,           ,           ,           ,           
 2016/06/20-15:00,2878.53,2891.44,2877.69,2888.81,4274990,2889.18,2861.88,2931.73,           ,           ,           ,           
 2016/06/21-10:30,2898.38,2919.1,2894.79,2906.36,7675327,2890.7,2861.17,2931.52,           ,           ,           ,           
 2016/06/21-11:30,2905.99,2906.25,2895.11,2896.29,3334715,2892.08,2860.79,2931.28,           ,           ,           ,           
 2016/06/21-14:00,2896.41,2897.7,2886.04,2895.36,3294529,2893.28,2860.43,2930.85,           ,           ,           ,           
 2016/06/21-15:00,2895.17,2899.01,2869.27,2878.56,5515619,2894.24,2860.14,2930.34,           ,           ,           ,           
 2016/06/22-10:30,2872.73,2886.23,2869.62,2879.83,4961827,2895.25,2860.25,2929.88,           ,           ,           ,           
 2016/06/22-11:30,2879.75,2894.4,2877.67,2891.39,3047285,2896.33,2860.61,2929.37,           ,           ,           ,           
 2016/06/22-14:00,2891.43,2893.34,2884.6,2892.09,2495872,2897.53,2861.03,2928.88,           ,           ,           ,           
 2016/06/22-15:00,2892.73,2905.9,2888.59,2905.55,5128952,2898.92,2861.64,2928.52,           ,           ,           ,           
 2016/06/23-10:30,2902.4,2904.04,2891.12,2902.25,5781924,2899.25,2862.28,2928.06,           ,           ,           ,           
 2016/06/23-11:30,2901.72,2902.06,2878.66,2881.55,4162549,2899.09,2862.64,2927.59,           ,           ,           ,           
 2016/06/23-14:00,2882.07,2893.88,2881.31,2890.94,2356838,2898.85,2863.16,2927.16,           ,           ,           ,           
 2016/06/23-15:00,2890.98,2895.9,2886.27,2891.96,4066714,2898.43,2863.66,2926.76,           ,           ,           ,           
 2016/06/24-10:30,2883.76,2899.38,2875.88,2877.27,5123984,2897.7,2864.05,2926.32,           ,           ,           ,           
 2016/06/24-11:30,2877.26,2880.45,2844.81,2857.58,4954938,2896.68,2864.11,2925.71,           ,           ,           ,           
 2016/06/24-14:00,2856.56,2869.11,2807.62,2859.74,6812274,2895.79,2864.23,2925.18,           ,           ,           ,           
 2016/06/24-15:00,2859.29,2871.6,2850.54,2854.29,4600147,2894.8,2864.37,2924.67,           ,           ,           ,           
 2016/06/27-10:30,2840.56,2875.46,2840.55,2875.31,6241073,2894.06,2864.87,2924.2,           ,           ,           ,           
 2016/06/27-11:30,2875.69,2878.84,2871.72,2878.76,3307170,2893.6,2865.29,2923.88,           ,           ,           ,           
 2016/06/27-14:00,2878.95,2890.6,2878.95,2887.48,4153156,2893.12,2865.78,2923.56,           ,           ,           ,           
 2016/06/27-15:00,2887.72,2895.73,2886.57,2895.7,5284071,2892.62,2866.27,2923.29,           ,           ,           ,           
 2016/06/28-10:30,2885.01,2894.53,2881.74,2889.87,6999178,2892.13,2866.66,2922.99,           ,           ,           ,           
 2016/06/28-11:30,2890.28,2894.5,2878.82,2894.5,3896600,2891.63,2867.14,2922.65,           ,           ,           ,           
 2016/06/28-14:00,2894.56,2900.36,2889.76,2892.04,4080975,2890.89,2867.67,2922.23,           ,           ,           ,           
 2016/06/28-15:00,2892.8,2913.58,2890.6,2912.56,6131174,2890.45,2868.38,2921.9,           ,           ,           ,           
 2016/06/29-10:30,2918.53,2934,2915.09,2927.99,8980470,2890.3,2869.29,2921.67,           ,           ,           ,           
 2016/06/29-11:30,2927.87,2929.14,2919.59,2926.46,4199936,2890.12,2870.06,2921.54,           ,           ,           ,           
 2016/06/29-14:00,2927.31,2931.56,2922.72,2930.09,3799040,2890.13,2870.81,2921.46,           ,           ,           ,           
 2016/06/29-15:00,2929.99,2932.51,2920.56,2931.59,5361187,2890.08,2871.48,2921.49,           ,           ,           ,           
 2016/06/30-10:30,2931.48,2937.9,2924.16,2933.03,7192825,2890.14,2872.24,2921.46,           ,           ,           ,           
 2016/06/30-11:30,2933.15,2937.5,2923.18,2924.47,3864288,2890.05,2872.94,2921.48,           ,           ,           ,           
 2016/06/30-14:00,2924.93,2935.17,2922.35,2934.12,3083149,2890.03,2873.65,2921.35,           ,           ,           ,           
 2016/06/30-15:00,2933.14,2934.36,2922.68,2929.61,4605715,2889.93,2874.37,2921.22,           ,           ,           ,           
 2016/07/01-10:30,2931.8,2944.94,2931.8,2937.58,6429351,2890.3,2875.45,2921.07,           ,           ,           ,           
 2016/07/01-11:30,2938.3,2940.49,2933.75,2935.2,3232667,2890.51,2876.63,2920.81,           ,           ,           ,           
 2016/07/01-14:00,2934.34,2936.08,2925.89,2933.52,3368094,2890.53,2877.73,2920.52,           ,           ,           ,           
 2016/07/01-15:00,2934.11,2938.2,2929.45,2932.48,4270505,2890.62,2878.77,2920.21,           ,           ,           ,           
 2016/07/04-10:30,2924.29,2961.3,2922.67,2959.74,7657494,2891.52,2879.91,2920.02,           ,           ,           ,           
 2016/07/04-11:30,2960.08,2986.1,2960.08,2984.47,6312679,2892.86,2881.29,2919.94,           ,           ,           ,           
 2016/07/04-14:00,2984.46,2988.02,2978.56,2987.33,4766095,2894.61,2882.76,2919.94,           ,           ,           ,           
