datetime,open,max,min,close,volume,,,,,,,
 2015/08/11-11:30,3937.8,3953.49,3893.27,3912.86,15747499,3814.48,3838.81,4299.32,           ,           ,           ,           
 2015/08/11-14:00,3913.01,3946.93,3891.24,3939.22,11684488,3812.78,3836.49,4297.69,           ,           ,           ,           
 2015/08/11-15:00,3939.45,3970.25,3905.29,3927.91,16703562,3811.28,3833.57,4295.85,           ,           ,           ,           
 2015/08/12-10:30,3881.23,3937.56,3871.23,3906.61,22427041,3809.38,3830.47,4293.99,           ,           ,           ,           
 2015/08/12-11:30,3906.28,3932.26,3883.83,3910.3,11842499,3807.86,3827.56,4292.11,           ,           ,           ,           
 2015/08/12-14:00,3909.75,3935.92,3900.34,3930.15,10188740,3807.12,3824.84,4290.57,           ,           ,           ,           
 2015/08/12-15:00,3929.74,3933.76,3884.23,3886.32,15246743,3804.79,3823.44,4288.86,           ,           ,           ,           
 2015/08/13-10:30,3869.91,3926.45,3867.93,3910.89,18219197,3802.3,3823.16,4287.2,           ,           ,           ,           
 2015/08/13-11:30,3910.94,3914.33,3838.16,3862.06,13138421,3798.68,3821.98,4285.42,           ,           ,           ,           
 2015/08/13-14:00,3862.6,3905.96,3862.6,3900.4,8855450,3795.3,3821.99,4283.75,           ,           ,           ,           
 2015/08/13-15:00,3899.54,3955.28,3878.53,3954.56,17655479,3792.47,3822.34,4282.33,           ,           ,           ,           
 2015/08/14-10:30,3976.41,3988.71,3951.99,3964.52,24240682,3789.53,3824.91,4281.02,           ,           ,           ,           
 2015/08/14-11:30,3963.36,3992.03,3961.38,3987.57,11809175,3786.53,3826.6,4279.84,           ,           ,           ,           
 2015/08/14-14:00,3988.07,4000.44,3964.05,3965.79,12263272,3783.46,3828.29,4278.29,           ,           ,           ,           
 2015/08/14-15:00,3966.22,3979.85,3939.9,3965.33,16433512,3781.7,3830.61,4276.55,           ,           ,           ,           
 2015/08/17-10:30,3947.84,3958.89,3914.07,3924.69,23404753,3779.79,3831.46,4274.7,           ,           ,           ,           
 2015/08/17-11:30,3925.58,3961.15,3907.84,3960.61,11303180,3779.61,3833.08,4272.87,           ,           ,           ,           
 2015/08/17-14:00,3962.66,3988.63,3947.98,3988.63,11621557,3780.4,3835.53,4271.01,           ,           ,           ,           
 2015/08/17-15:00,3989.38,3994.37,3958.09,3993.67,16303275,3784.87,3837.35,4269.08,           ,           ,           ,           
 2015/08/18-10:30,3999.13,4006.06,3965.43,3976.59,26881640,3791.17,3839.84,4266.97,           ,           ,           ,           
 2015/08/18-11:30,3975.92,3976.38,3924.92,3935.33,12044353,3795.29,3842.17,4264.92,           ,           ,           ,           
 2015/08/18-14:00,3935.22,3935.22,3843.2,3887.29,15160911,3800.06,3844.06,4262.6,           ,           ,           ,           
 2015/08/18-15:00,3886.65,3890.67,3743.56,3748.16,18159815,3801.48,3844.23,4259.61,           ,           ,           ,           
 2015/08/19-10:30,3646.8,3729.64,3646.8,3700.62,20168305,3802.66,3845.36,4256.48,           ,           ,           ,           
 2015/08/19-11:30,3699.95,3703.28,3558.45,3631.4,14579008,3802.26,3845.76,4252.89,           ,           ,           ,           
 2015/08/19-14:00,3631.95,3691.24,3612.24,3664.02,8248645,3802.16,3846.92,4249.26,           ,           ,           ,           
 2015/08/19-15:00,3665,3811.1,3664.68,3794.11,16955368,3802.25,3849.31,4245.97,           ,           ,           ,           
 2015/08/20-10:30,3754.57,3760.98,3709.85,3722.26,18550706,3801.12,3850.95,4242.33,           ,           ,           ,           
 2015/08/20-11:30,3722.72,3787.62,3722.72,3779.1,8499262,3800.98,3852.84,4238.81,           ,           ,           ,           
 2015/08/20-14:00,3779.79,3784.09,3722.61,3727.04,8977840,3799.2,3852.79,4234.72,           ,           ,           ,           
 2015/08/20-15:00,3726.95,3756.78,3663.61,3664.29,14091687,3798.51,3852.41,4230.32,           ,           ,           ,           
 2015/08/21-10:30,3609.96,3652.78,3596.62,3625.92,14266937,3797.7,3849.92,4225.65,           ,           ,           ,           
 2015/08/21-11:30,3626.04,3629.67,3552.72,3552.82,7791212,3795.75,3847.02,4220.61,           ,           ,           ,           
 2015/08/21-14:00,3552.88,3574.64,3494.89,3551.85,9818916,3793.07,3844.04,4215.46,           ,           ,           ,           
 2015/08/21-15:00,3552.47,3628.96,3490.54,3507.74,13184581,3790.47,3840.96,4209.92,           ,           ,           ,           
 2015/08/24-10:30,3373.48,3387.63,3210.18,3257.92,19583134,3784.52,3835.53,4203.45,           ,           ,           ,           
 2015/08/24-11:30,3256.91,3256.91,3206.29,3211.2,4760466,3778.46,3829.24,4196.65,           ,           ,           ,           
 2015/08/24-14:00,3208.7,3304.52,3191.98,3255.87,7098510,3773.07,3823.06,4190.01,           ,           ,           ,           
 2015/08/24-15:00,3255.65,3260,3204.77,3209.91,4439775,3766.19,3816.72,4183.17,           ,           ,           ,           
 2015/08/25-10:30,3004.13,3121.29,3004.13,3094.37,16875337,3757.48,3809.38,4175.82,           ,           ,           ,           
 2015/08/25-11:30,3094.89,3122.36,3055.95,3071.06,6577612,3747.47,3801.99,4168.34,           ,           ,           ,           
 2015/08/25-14:00,3073.45,3089.14,3001.02,3012.4,5968342,3735.74,3794.53,4160.49,           ,           ,           ,           
 2015/08/25-15:00,3011.7,3016.66,2948.24,2964.97,6452284,3722.54,3786.53,4152.86,           ,           ,           ,           
 2015/08/26-10:30,2980.79,3001.23,2896.59,2916.15,15652316,3708.41,3778.71,4145.27,           ,           ,           ,           
 2015/08/26-11:30,2916.49,2988.76,2851.23,2988.76,8964636,3696.41,3771.7,4138.75,           ,           ,           ,           
 2015/08/26-14:00,2993.92,3091.38,2993.92,3021.72,11628432,3684.83,3765.52,4132.26,           ,           ,           ,           
 2015/08/26-15:00,3020.66,3041.76,2911.43,2927.29,9933510,3672.04,3758.2,4125.46,           ,           ,           ,           
 2015/08/27-10:30,2978.03,3013.62,2958.91,2980.83,14060086,3660.15,3751.28,4118.72,           ,           ,           ,           
 2015/08/27-11:30,2980.69,2986.28,2929.39,2972.57,6355523,3648.31,3744.03,4112.16,           ,           ,           ,           
 2015/08/27-14:00,2972.6,2991.66,2924.42,2928.33,5477906,3636.12,3736.73,4105.09,           ,           ,           ,           
 2015/08/27-15:00,2926.47,3085.42,2907.45,3083.59,14535410,3626.49,3730.57,4098.47,           ,           ,           ,           
 2015/08/28-10:30,3125.26,3150.87,3103.08,3135.64,18000885,3616.25,3724.4,4091.82,           ,           ,           ,           
 2015/08/28-11:30,3135.08,3167,3133.48,3143.02,8681620,3606.45,3718.3,4085.08,           ,           ,           ,           
 2015/08/28-14:00,3142.88,3160.07,3115.58,3159.36,6777306,3596.63,3711.84,4078.26,           ,           ,           ,           
 2015/08/28-15:00,3159.84,3235.83,3159.72,3232.35,14003286,3588.09,3705.79,4071.88,           ,           ,           ,           
 2015/08/31-10:30,3203.56,3203.56,3122.06,3145.26,17196270,3576.92,3698.56,4065.08,           ,           ,           ,           
 2015/08/31-11:30,3146.23,3160.99,3122.22,3148.08,6118850,3564.99,3691.96,4058.03,           ,           ,           ,           
 2015/08/31-14:00,3147.98,3173.52,3109.53,3159.05,6499475,3552.43,3685.21,4050.96,           ,           ,           ,           
 2015/08/31-15:00,3159.04,3207.86,3159.04,3205.99,13292263,3540.39,3678.66,4044.34,           ,           ,           ,           
 2015/09/01-10:30,3157.83,3157.83,3054.36,3078.02,13772196,3526.07,3671.02,4037.06,           ,           ,           ,           
 2015/09/01-11:30,3078.79,3172.85,3078.54,3172.03,6158045,3513.73,3664.1,4030.11,           ,           ,           ,           
 2015/09/01-14:00,3173.31,3179.69,3132.58,3137.31,5006912,3500.36,3656.57,4022.99,           ,           ,           ,           
 2015/09/01-15:00,3136.53,3178.75,3128.12,3166.62,17104007,3487.67,3649.48,4016.36,           ,           ,           ,           
 2015/09/02-10:30,3027.68,3101.22,3019.09,3098.45,9156026,3474.2,3641.79,4009.63,           ,           ,           ,           
 2015/09/02-11:30,3099.35,3176.34,3066.12,3176.34,5755273,3461.97,3634.92,4002.55,           ,           ,           ,           
 2015/09/02-14:00,3183.57,3193.68,3118.51,3118.51,6680169,3448.44,3627.78,3994.95,           ,           ,           ,           
 2015/09/02-15:00,3120.64,3175.35,3108.21,3160.17,20734765,3436.34,3620.57,3987.82,           ,           ,           ,           
 2015/09/07-10:30,3149.38,3217.03,3142.96,3161.56,13331880,3423.85,3613.07,3980.47,           ,           ,           ,           
 2015/09/07-11:30,3160.35,3188.03,3149.57,3187.82,4237235,3412.61,3605.65,3973.13,           ,           ,           ,           
 2015/09/07-14:00,3192.27,3196.83,3098.81,3110.48,6587693,3399.45,3597.37,3965.28,           ,           ,           ,           
 2015/09/07-15:00,3111.14,3135.6,3066.93,3080.42,6112160,3384.88,3588.68,3957.32,           ,           ,           ,           
 2015/09/08-10:30,3054.44,3094.21,3041.34,3073.1,6012520,3370.02,3579.78,3949.24,           ,           ,           ,           
 2015/09/08-11:30,3073.56,3091.51,3036.68,3038.05,4063070,3354.2,3570.36,3940.86,           ,           ,           ,           
 2015/09/08-14:00,3034.37,3092.17,3011.29,3092.16,4756083,3339.64,3561.55,3932.72,           ,           ,           ,           
 2015/09/08-15:00,3092.27,3174.67,3082.99,3170.45,11559362,3326.39,3554.04,3925.13,           ,           ,           ,           
 2015/09/09-10:30,3182.55,3244.6,3165.7,3241.08,15132709,3315,3547.39,3917.77,           ,           ,           ,           
 2015/09/09-11:30,3240.82,3256.7,3220.18,3224.12,8194103,3302.72,3541.16,3910.22,           ,           ,           ,           
 2015/09/09-14:00,3224.51,3248.78,3212.68,3230.23,7572237,3290.08,3535.24,3902.78,           ,           ,           ,           
 2015/09/09-15:00,3229.65,3246.67,3195.58,3243.09,10400091,3277.57,3531.22,3895.39,           ,           ,           ,           
 2015/09/10-10:30,3190.55,3233.47,3179.46,3230.68,10645226,3265.14,3528.16,3887.75,           ,           ,           ,           
 2015/09/10-11:30,3230.45,3230.45,3190.27,3211.93,5688781,3253.08,3524.18,3880.17,           ,           ,           ,           
 2015/09/10-14:00,3212.33,3243.03,3204.78,3238.85,4891290,3242.27,3521.17,3872.71,           ,           ,           ,           
 2015/09/10-15:00,3239.15,3239.47,3184.82,3197.89,8732809,3233.1,3517.29,3865.11,           ,           ,           ,           
 2015/09/11-10:30,3189.48,3217.89,3189.48,3212.45,7895745,3224.97,3513.81,3857.64,           ,           ,           ,           
 2015/09/11-11:30,3212.59,3223.37,3188.09,3195.54,4496374,3217.7,3509.98,3849.93,           ,           ,           ,           
 2015/09/11-14:00,3195.86,3208.24,3166.21,3184.96,4642765,3209.72,3505.94,3842.16,           ,           ,           ,           
 2015/09/11-15:00,3185.14,3203.25,3163.63,3200.23,8242061,3199.82,3501.03,3834.38,           ,           ,           ,           
 2015/09/14-10:30,3221.17,3229,3175.49,3184.36,10735637,3190.86,3495.99,3826.47,           ,           ,           ,           
 2015/09/14-11:30,3184.27,3194.8,3096.88,3097.71,7059949,3179.5,3490.24,3818.19,           ,           ,           ,           
 2015/09/14-14:00,3097.05,3143.4,3082.5,3088.65,7795982,3168.86,3484.03,3809.92,           ,           ,           ,           
 2015/09/14-15:00,3087.95,3115.42,3049.33,3114.8,11766108,3159.7,3479.11,3802.03,           ,           ,           ,           
 2015/09/15-10:30,3043.8,3081.57,3026.61,3057.97,7964595,3150.24,3473.97,3793.73,           ,           ,           ,           
 2015/09/15-11:30,3058.34,3064.83,3029.24,3036.15,3363003,3141.63,3468.69,3785.62,           ,           ,           ,           
 2015/09/15-14:00,3035.59,3064.62,3009.09,3015.99,4125353,3132.69,3462.88,3777.91,           ,           ,           ,           
 2015/09/15-15:00,3015.72,3029.05,2984,3005.17,8937506,3124.32,3457.39,3769.95,           ,           ,           ,           
 2015/09/16-10:30,2998.04,3017.94,2983.9,3010.59,7282054,3120.2,3452.36,3762.22,           ,           ,           ,           
 2015/09/16-11:30,3010.44,3031.18,3000.12,3009.57,3646206,3116.84,3447.65,3754.71,           ,           ,           ,           
 2015/09/16-14:00,3009.95,3019.71,2988.08,3019.71,3114414,3112.9,3442.98,3747.45,           ,           ,           ,           
 2015/09/16-15:00,3021.57,3182.59,3021.03,3152.26,14156550,3111.94,3439.06,3740.76,           ,           ,           ,           
 2015/09/17-10:30,3131.98,3154.98,3103.41,3154.98,11216203,3112.95,3435.21,3733.76,           ,           ,           ,           
 2015/09/17-11:30,3154.77,3171.67,3135.63,3168.31,5377216,3114.57,3431.02,3726.57,           ,           ,           ,           
 2015/09/17-14:00,3169.48,3196.14,3159.44,3189.39,6725841,3117.52,3426.63,3719.54,           ,           ,           ,           
 2015/09/17-15:00,3189.04,3204.7,3085.71,3086.06,10420066,3119.54,3421.04,3712.05,           ,           ,           ,           
 2015/09/18-10:30,3100.28,3116.99,3078.57,3092.18,7966863,3122.47,3415.44,3704.77,           ,           ,           ,           
 2015/09/18-11:30,3091.75,3101.81,3074.48,3098.28,3315998,3124.3,3410.36,3698.02,           ,           ,           ,           
 2015/09/18-14:00,3097.85,3121.9,3089,3090.69,3699551,3125.44,3405.14,3691.87,           ,           ,           ,           
 2015/09/18-15:00,3091.55,3118.8,3070.47,3097.92,6861828,3128.29,3400.17,3685.51,           ,           ,           ,           
 2015/09/21-10:30,3072.09,3107.43,3060.86,3101.83,7766915,3130.3,3395.23,3679.4,           ,           ,           ,           
 2015/09/21-11:30,3102.6,3123.8,3095.31,3118.81,4139723,3132.74,3390.53,3673.96,           ,           ,           ,           
 2015/09/21-14:00,3119.33,3146.64,3119.33,3140.89,5684821,3136.29,3386.2,3668.59,           ,           ,           ,           
 2015/09/21-15:00,3141.55,3159.51,3117.62,3156.54,8388206,3137.5,3381.99,3663.74,           ,           ,           ,           
 2015/09/22-10:30,3161.32,3198.09,3152.51,3179.65,11742760,3138.24,3377.24,3658.39,           ,           ,           ,           
 2015/09/22-11:30,3179.76,3193.29,3161.04,3177.02,6049317,3138.8,3372.63,3652.79,           ,           ,           ,           
 2015/09/22-14:00,3177.77,3195.59,3173.65,3181.27,4551552,3139.17,3367.9,3646.97,           ,           ,           ,           
 2015/09/22-15:00,3181.18,3213.48,3181.08,3185.62,8163501,3138.39,3363.24,3641.24,           ,           ,           ,           
 2015/09/23-10:30,3137.72,3163.55,3132.61,3148.56,9654252,3138.44,3357.68,3635.32,           ,           ,           ,           
 2015/09/23-11:30,3147.91,3148.62,3112.16,3116.9,5521012,3137.93,3351.46,3629.03,           ,           ,           ,           
 2015/09/23-14:00,3117.52,3137.42,3104.98,3132.78,4122614,3137.49,3344.96,3622.82,           ,           ,           ,           
 2015/09/23-15:00,3132.93,3149.78,3110.6,3115.89,6458123,3135.98,3338.19,3616.45,           ,           ,           ,           
 2015/09/24-10:30,3126.49,3151.06,3126.49,3134.66,8555204,3136.93,3331.5,3610.35,           ,           ,           ,           
 2015/09/24-11:30,3135.29,3142.85,3109.71,3124.17,4375675,3136.13,3324.93,3604.74,           ,           ,           ,           
 2015/09/24-14:00,3124.55,3140.63,3123.24,3131.04,3468972,3136.03,3318.19,3599.62,           ,           ,           ,           
 2015/09/24-15:00,3131.18,3145.31,3119.32,3142.69,6737051,3135.63,3311.65,3594.81,           ,           ,           ,           
 2015/09/25-10:30,3130.85,3149.51,3123.12,3137.58,7719831,3136.28,3305.24,3590.31,           ,           ,           ,           
 2015/09/25-11:30,3137.9,3138.99,3069.2,3087.32,7472805,3134.79,3298.38,3585.89,           ,           ,           ,           
 2015/09/25-14:00,3088.13,3101.51,3075.05,3095.37,3308326,3134.41,3291.43,3581.42,           ,           ,           ,           
 2015/09/25-15:00,3095.18,3106.21,3063,3092.35,6396147,3133.28,3284.81,3577.65,           ,           ,           ,           
 2015/09/28-10:30,3085.57,3090.34,3042.49,3070.75,6189094,3131.76,3277.81,3573.61,           ,           ,           ,           
 2015/09/28-11:30,3069.96,3095.08,3061.7,3086.34,2981032,3130.08,3271.34,3569.74,           ,           ,           ,           
 2015/09/28-14:00,3087.09,3089.98,3071.48,3077.82,2269571,3129.53,3264.49,3566.49,           ,           ,           ,           
 2015/09/28-15:00,3078.37,3102.53,3075.08,3100.76,5202540,3129.87,3257.38,3562.68,           ,           ,           ,           
 2015/09/29-10:30,3055.22,3067.71,3049.78,3067.2,5676079,3129.77,3249.9,3558.08,           ,           ,           ,           
 2015/09/29-11:30,3067.8,3068.23,3037.38,3043.85,3578854,3129.87,3242.03,3553.14,           ,           ,           ,           
 2015/09/29-14:00,3043.54,3052.21,3036.71,3037.07,2470973,3128.95,3234.29,3548.18,           ,           ,           ,           
 2015/09/29-15:00,3037.35,3054.76,3021.21,3038.14,5242751,3126.75,3226.57,3543.29,           ,           ,           ,           
 2015/09/30-10:30,3052.84,3065.54,3049.05,3060.38,5291612,3123.73,3219.36,3538.5,           ,           ,           ,           
 2015/09/30-11:30,3059.69,3060.35,3039.74,3059.36,2648105,3120.99,3211.85,3534.53,           ,           ,           ,           
 2015/09/30-14:00,3059.39,3073.11,3058.48,3062.92,3221932,3118.2,3204.14,3531,           ,           ,           ,           
 2015/09/30-15:00,3062.36,3071.1,3052.78,3052.78,4495268,3115.03,3196.3,3527.2,           ,           ,           ,           
 2015/10/08-10:30,3156.07,3160.67,3133.44,3155.22,10705503,3113.77,3189.46,3524.22,           ,           ,           ,           
 2015/10/08-11:30,3155.73,3169.56,3151.3,3168.89,4857882,3113.05,3183.07,3521.25,           ,           ,           ,           
 2015/10/08-14:00,3169.85,3172.12,3148.01,3148.01,4185135,3111.54,3176.91,3519.22,           ,           ,           ,           
 2015/10/08-15:00,3147.93,3153.24,3138.64,3143.36,6134511,3110.63,3171.87,3516.65,           ,           ,           ,           
 2015/10/09-10:30,3146.64,3166.91,3138.27,3157.57,8301032,3109.71,3167.34,3514.23,           ,           ,           ,           
 2015/10/09-11:30,3158.42,3165.26,3145.35,3165.26,4758674,3109.21,3163.46,3512.14,           ,           ,           ,           
 2015/10/09-14:00,3165.08,3186.77,3165.08,3173.15,5481603,3109.01,3159.36,3509.54,           ,           ,           ,           
 2015/10/09-15:00,3173.58,3192.68,3171.91,3183.15,7096599,3108.73,3154.27,3507.21,           ,           ,           ,           
 2015/10/12-10:30,3193.54,3249.15,3188.65,3246.53,12864802,3109.76,3150.31,3505.42,           ,           ,           ,           
 2015/10/12-11:30,3246.46,3295.3,3244.98,3290.62,9844472,3112.98,3146.24,3503.48,           ,           ,           ,           
 2015/10/12-14:00,3291.78,3318.65,3272.25,3282.94,9983203,3116.21,3142.54,3501.9,           ,           ,           ,           
 2015/10/12-15:00,3283.47,3297.31,3279.77,3287.66,10861621,3119.1,3139.4,3500.43,           ,           ,           ,           
 2015/10/13-10:30,3262.16,3286.41,3253.25,3282.49,12009145,3122.84,3136.54,3498.91,           ,           ,           ,           
 2015/10/13-11:30,3282.81,3284.54,3256.98,3277.66,6867510,3126.87,3134.25,3497.12,           ,           ,           ,           
 2015/10/13-14:00,3278.21,3296.43,3271.05,3285.81,6137151,3131.36,3132.03,3496,           ,           ,           ,           
 2015/10/13-15:00,3284.91,3298.52,3276.37,3293.23,8466800,3136.16,3130.24,3494.84,           ,           ,           ,           
 2015/10/14-10:30,3280.02,3299.57,3265.75,3283.83,12536301,3140.72,3130.46,3493.87,           ,           ,           ,           
 2015/10/14-11:30,3285.14,3307.14,3285.14,3295.2,6139019,3145.48,3131.16,3493.03,           ,           ,           ,           
 2015/10/14-14:00,3294.62,3294.62,3268.74,3279.95,6015006,3149.82,3131.36,3492.04,           ,           ,           ,           
 2015/10/14-15:00,3280.43,3290.37,3256.37,3262.44,8337422,3151.65,3131.8,3490.88,           ,           ,           ,           
 2015/10/15-10:30,3255.03,3284.84,3254.39,3276.14,9937021,3153.67,3133.31,3489.05,           ,           ,           ,           
 2015/10/15-11:30,3275.65,3308.87,3275.25,3308.24,6883445,3156,3135.29,3487.45,           ,           ,           ,           
 2015/10/15-14:00,3311.53,3326.98,3304.44,3310.23,8581807,3158.02,3137.77,3484.99,           ,           ,           ,           
 2015/10/15-15:00,3310.28,3338.3,3309.96,3338.07,10854280,3162.22,3140.88,3482.74,           ,           ,           ,           
 2015/10/16-10:30,3358.3,3380.44,3352.37,3371.76,17171581,3166.88,3144.67,3480.59,           ,           ,           ,           
 2015/10/16-11:30,3371.86,3378.48,3334.92,3348.58,9810784,3171.05,3147.67,3478.48,           ,           ,           ,           
 2015/10/16-14:00,3348.16,3375.92,3342.73,3373.22,7128914,3175.76,3150.6,3476.33,           ,           ,           ,           
 2015/10/16-15:00,3373.17,3393.02,3365.33,3391.35,11833500,3180.65,3154.47,3474.03,           ,           ,           ,           
 2015/10/19-10:30,3401.63,3417.29,3380.24,3401.41,18594484,3185.64,3157.97,3471.64,           ,           ,           ,           
 2015/10/19-11:30,3400.91,3423.4,3400.91,3408.61,8127473,3190.47,3161.61,3469.4,           ,           ,           ,           
 2015/10/19-14:00,3408.16,3408.3,3371.44,3384.24,8360422,3194.53,3165.41,3467.04,           ,           ,           ,           
 2015/10/19-15:00,3384.13,3388.34,3355.85,3386.7,10247982,3198.36,3167.93,3464.75,           ,           ,           ,           
 2015/10/20-10:30,3377.55,3394.27,3358.25,3369.25,12698857,3201.52,3169.88,3462.59,           ,           ,           ,           
 2015/10/20-11:30,3368.97,3385.64,3368.53,3383.75,6364972,3204.97,3171.89,3460.43,           ,           ,           ,           
 2015/10/20-14:00,3384.18,3404.47,3375.15,3391.58,7497295,3208.47,3173.82,3458.58,           ,           ,           ,           
 2015/10/20-15:00,3391.65,3425.4,3383.48,3425.33,11797123,3212.47,3175.43,3456.96,           ,           ,           ,           
 2015/10/21-10:30,3428.56,3443.96,3411.5,3436.49,14864134,3217.27,3177.85,3455.65,           ,           ,           ,           
 2015/10/21-11:30,3435.96,3438.78,3404.31,3438.78,9541279,3222.63,3180.28,3454.18,           ,           ,           ,           
 2015/10/21-14:00,3439.55,3447.09,3303.86,3325.58,13486628,3225.85,3181.67,3452.25,           ,           ,           ,           
 2015/10/21-15:00,3325.37,3344.77,3265.82,3320.68,13958879,3229.26,3182.62,3450.15,           ,           ,           ,           
 2015/10/22-10:30,3292.29,3337.32,3292.29,3317.97,12282849,3232.31,3184.62,3448.21,           ,           ,           ,           
 2015/10/22-11:30,3318.36,3345.34,3317.94,3328.49,6456962,3235.72,3185.92,3446.23,           ,           ,           ,           
 2015/10/22-14:00,3328.54,3330.09,3282.99,3319.82,7907298,3238.87,3187.45,3444.01,           ,           ,           ,           
 2015/10/22-15:00,3319.98,3373.66,3318.53,3368.74,10898089,3242.63,3189.13,3441.98,           ,           ,           ,           
 2015/10/23-10:30,3377.55,3395.05,3360.48,3390.34,15089070,3246.85,3191.56,3439.8,           ,           ,           ,           
 2015/10/23-11:30,3390.86,3390.86,3360.65,3369.43,7750665,3251.55,3193.17,3437.45,           ,           ,           ,           
 2015/10/23-14:00,3369.3,3404.44,3361.44,3404.44,7328538,3256.7,3195.55,3435.02,           ,           ,           ,           
 2015/10/23-15:00,3404.17,3421.99,3391.17,3412.43,12358031,3262.03,3197.66,3432.91,           ,           ,           ,           
 2015/10/26-10:30,3448.65,3450.17,3419.1,3433.45,19624454,3268.08,3199.92,3430.76,           ,           ,           ,           
 2015/10/26-11:30,3432.28,3446.11,3426.2,3437.03,7443167,3273.92,3202,3428.54,           ,           ,           ,           
 2015/10/26-14:00,3437.47,3457.52,3418.51,3428.3,8861263,3279.76,3204.65,3426.28,           ,           ,           ,           
 2015/10/26-15:00,3427.63,3441.17,3402.01,3429.58,9465364,3285.25,3207.56,3423.99,           ,           ,           ,           
 2015/10/27-10:30,3409.14,3409.14,3350.63,3358.81,14602408,3290.1,3209.94,3421.26,           ,           ,           ,           
 2015/10/27-11:30,3357.92,3367.96,3333.2,3367.33,7148861,3295.5,3212.68,3418.66,           ,           ,           ,           
 2015/10/27-14:00,3368.53,3401.91,3365.49,3401.76,6792897,3301.57,3215.26,3416.18,           ,           ,           ,           
 2015/10/27-15:00,3402.24,3441.18,3396.46,3434.34,12344553,3308.18,3217.46,3413.91,           ,           ,           ,           
 2015/10/28-10:30,3417.01,3439.72,3409.36,3427.95,13552470,3314.3,3219.02,3411.73,           ,           ,           ,           
 2015/10/28-11:30,3427.86,3433.5,3398.21,3413.73,7674911,3320.21,3220.6,3409.28,           ,           ,           ,           
 2015/10/28-14:00,3413.81,3421.16,3385.98,3414.63,6187061,3326.07,3222.14,3406.69,           ,           ,           ,           
 2015/10/28-15:00,3414.66,3414.97,3367.44,3375.2,8751174,3331.45,3223.24,3403.88,           ,           ,           ,           
 2015/10/29-10:30,3387.77,3398.44,3369.14,3393.72,9899832,3335.42,3224.59,3401.04,           ,           ,           ,           
 2015/10/29-11:30,3393.36,3394.26,3362.74,3379.38,5543343,3338.93,3225.99,3398.06,           ,           ,           ,           
 2015/10/29-14:00,3380.55,3403.6,3375.89,3396.94,5558935,3343.08,3227.31,3395.08,           ,           ,           ,           
 2015/10/29-15:00,3397.28,3411.39,3379.11,3387.32,8448730,3347.14,3228.89,3391.96,           ,           ,           ,           
 2015/10/30-10:30,3380.28,3381.05,3346.84,3365.61,10347789,3350.61,3230.16,3388.82,           ,           ,           ,           
 2015/10/30-11:30,3365.91,3391.41,3363.04,3391.41,5098146,3354.38,3231.79,3386.11,           ,           ,           ,           
 2015/10/30-14:00,3394.64,3416.01,3387.16,3410.28,7085740,3358.33,3233.67,3383.59,           ,           ,           ,           
 2015/10/30-15:00,3409.45,3417.2,3379.91,3382.56,8195001,3361.65,3235.19,3381.23,           ,           ,           ,           
 2015/11/02-10:30,3337.58,3370.34,3328.92,3369.81,9974332,3363.71,3236.74,3378.95,           ,           ,           ,           
 2015/11/02-11:30,3369.35,3390.97,3367.83,3381.82,4977235,3365.23,3239.11,3377.57,           ,           ,           ,           
 2015/11/02-14:00,3382.19,3385.46,3364.54,3367.28,4798244,3366.64,3241.43,3376.65,           ,           ,           ,           
 2015/11/02-15:00,3367.06,3367.09,3322.42,3325.08,8852119,3367.26,3243.18,3375.2,           ,           ,           ,           
 2015/11/03-10:30,3330.32,3345.68,3311.49,3314.23,8462099,3367.79,3245.31,3374.05,           ,           ,           ,           
 2015/11/03-11:30,3313.13,3326.98,3302.74,3325.67,4728546,3368.59,3247.73,3372.7,           ,           ,           ,           
 2015/11/03-14:00,3325.99,3343.16,3317.18,3328.63,4571548,3369.3,3250.33,3371.5,           ,           ,           ,           
 2015/11/03-15:00,3328.91,3331.42,3302.56,3316.7,6673860,3369.69,3252.93,3370.14,           ,           ,           ,           
 2015/11/04-10:30,3325.62,3374.78,3325.62,3369.91,11698928,3371.13,3255.92,3368.94,           ,           ,           ,           
 2015/11/04-11:30,3369.01,3402.3,3368.56,3402.3,8223859,3372.91,3259.19,3367.39,           ,           ,           ,           
 2015/11/04-14:00,3404.87,3424.71,3392.68,3424.71,9498540,3375.32,3262.57,3365.93,           ,           ,           ,           
 2015/11/04-15:00,3424.06,3459.64,3423.28,3459.64,13189109,3378.61,3265.13,3364.62,           ,           ,           ,           
 2015/11/05-10:30,3459.22,3549.34,3455.53,3520.93,26328874,3382.69,3268.18,3363.37,           ,           ,           ,           
 2015/11/05-11:30,3520.63,3552.86,3507.71,3552.76,13842939,3386.77,3271.38,3362.76,           ,           ,           ,           
 2015/11/05-14:00,3554.32,3585.16,3542.77,3545.33,15255197,3390.69,3274.35,3362.24,           ,           ,           ,           
 2015/11/05-15:00,3546.44,3559.63,3509.47,3522.82,12440449,3393.77,3277.99,3361.65,           ,           ,           ,           
 2015/11/06-10:30,3514.44,3544.82,3508.95,3541.7,16089862,3396.6,3281.74,3360.97,           ,           ,           ,           
 2015/11/06-11:30,3541.51,3545.45,3520.74,3541.02,9715760,3399.8,3285.43,3360.48,           ,           ,           ,           
